EventID,DisasterType,Date,Latitude,Longitude,Region,Personnel,MedicalSupplies,Shelters,FoodWater,ResponseTime,ResponseDuration,PeopleAffected,PeopleAssisted,InfrastructureCondition,PreparednessTraining,CommunityAwareness,AgenciesInvolved,CoordinationScore,CommunicationScore,EconomicDamage,Casualties,LongTermImpact
1,Flood,2010-01-01,28.262237488533078,-103.6885015656205,New Orleans,330,155,21,1279,3.9675725742237677,79.14046070577345,9343,580,Poor,No,Yes,9,7,5,470357593,408,6
2,Tornado,2010-01-06,40.247551376908895,-106.85077179664758,New Orleans,122,696,79,1323,4.433918374867316,62.63245847563854,12044,8323,Good,No,No,8,6,9,346231158,245,5
3,Earthquake,2010-01-11,45.55786186618836,-99.06106786400659,Alaska,83,123,56,669,4.90296923370186,99.6547627601422,19306,11985,Poor,No,No,9,8,6,927347774,257,7
4,Earthquake,2010-01-17,43.26681723736787,-109.01036870380992,California,267,952,92,583,1.316962755926919,98.12567347444293,6599,1648,Fair,No,Yes,6,7,8,324053742,368,7
5,Tornado,2010-01-22,46.590614046860566,-110.08219832585075,Alaska,349,542,88,1688,4.547825053588029,91.42623970839678,8396,10633,Fair,Yes,Yes,7,9,6,12474471,271,5
6,Tornado,2010-01-28,44.904390228350394,-101.99860099175126,Phoenix,168,232,82,1945,3.0129506855707557,87.53690855324336,8251,1991,Fair,No,No,6,5,7,748858858,317,7
7,Flood,2010-02-02,37.0323119240407,-95.69503616019749,California,214,997,85,1448,4.463720889969668,118.17556386838973,1243,3457,Fair,No,Yes,6,8,9,422106014,190,6
8,Earthquake,2010-02-08,44.88110149804433,-74.57970273217217,Phoenix,245,912,40,773,1.824696898807492,109.17192026897847,3182,5061,Poor,No,No,9,8,8,644187435,258,7
9,Tornado,2010-02-13,42.7020712318769,-96.43952274123163,New Orleans,399,451,25,354,4.190413294058551,76.07643410598493,3597,14516,Good,Yes,Yes,7,9,6,922109752,271,7
10,Hurricane,2010-02-19,49.5030944473873,-121.29844622296696,New Orleans,170,644,36,782,4.517340278394126,101.7113290540402,8860,10652,Poor,No,No,3,9,7,166123769,72,8
11,Hurricane,2010-02-24,45.88490636581993,-117.56025694843031,Austin,125,509,58,1723,5.141861483795457,93.51985886378394,12422,6928,Fair,No,Yes,8,8,5,121840158,207,9
12,Earthquake,2010-03-02,31.56458115494986,-88.15730556190599,California,315,642,69,1178,3.7514892460611744,16.759189055744912,15922,3444,Poor,No,No,7,8,8,869321113,478,6
13,Earthquake,2010-03-07,36.31097598690745,-104.84440898787513,California,413,884,67,824,2.5732483651176885,25.59935126858037,4738,12318,Fair,No,Yes,8,9,8,168919614,373,9
14,Tornado,2010-03-13,33.739235307391326,-98.49521567947066,New Orleans,482,431,12,803,3.0676691160365808,16.406697035529895,16442,14224,Good,No,No,9,9,6,841984940,277,9
15,Hurricane,2010-03-18,42.185945180871144,-78.48371079108745,Phoenix,234,353,38,1114,3.982444089598512,50.02929640103571,6968,12908,Fair,Yes,No,4,7,8,190736549,375,7
16,Tornado,2010-03-24,35.05043868706193,-123.84442249355784,California,356,724,73,937,2.758787007791176,91.1479641786244,8768,11311,Poor,No,Yes,4,7,8,796921130,474,6
17,Flood,2010-03-29,38.22879477666507,-103.4908820498131,Alaska,233,779,35,1529,2.02002495417455,20.58220342497947,17734,12962,Poor,No,No,8,9,8,131247069,494,8
18,Flood,2010-04-04,48.74060652028825,-71.8656477300659,Austin,370,792,76,1627,4.244785378767193,65.19541842638601,3228,7176,Poor,No,Yes,5,8,5,398004381,393,9
19,Tornado,2010-04-09,27.989796661450832,-122.92884424855365,Austin,421,890,25,1627,1.7411259785059316,112.90412695887741,12241,1970,Poor,No,No,8,9,7,666973938,164,8
20,Hurricane,2010-04-15,34.10254685272013,-109.22570915011235,Houston,70,182,11,1862,1.124495648809555,96.18633097094799,10130,7408,Fair,No,No,5,5,7,346250865,395,6
21,Hurricane,2010-04-20,34.34761549742383,-118.73086673389781,Houston,432,998,36,683,1.818092084433678,17.902118135746928,6815,1682,Fair,Yes,No,7,6,8,87743866,390,6
22,Earthquake,2010-04-26,44.08573288884824,-77.06814747543876,California,127,597,47,385,1.6462354377012114,53.12119537374798,15343,14180,Poor,No,Yes,6,6,9,794108075,240,9
23,Tornado,2010-05-01,32.411540641015584,-81.84768001284341,Alaska,127,162,65,1156,2.995846326698549,35.17775244054582,19603,739,Good,No,No,5,9,9,166217312,162,7
24,Hurricane,2010-05-07,31.185098714100924,-88.77719594189492,Austin,316,957,72,1721,2.8023465741716245,114.53453665585712,4057,11392,Good,No,No,7,8,6,646251444,396,8
25,Flood,2010-05-12,44.950429666711656,-92.23572138983036,California,367,840,81,1527,3.3544610031827036,107.39205194955458,3140,2892,Poor,Yes,No,4,7,6,894691719,297,7
26,Flood,2010-05-18,49.530107699746836,-71.37108492173331,New Orleans,263,603,67,1504,2.6259998154512822,93.19407339034977,11154,10877,Poor,Yes,No,5,5,6,41208723,415,5
27,Flood,2010-05-23,40.02614472437129,-100.2285652793868,Austin,248,751,36,1995,4.174851099405939,66.23101762292922,1756,12691,Fair,Yes,Yes,3,8,8,818040882,303,7
28,Flood,2010-05-29,33.58388312270314,-72.75946222663862,Houston,386,456,76,418,1.297795853519562,13.865731538979208,10689,5421,Good,Yes,Yes,6,7,9,880271364,380,8
29,Earthquake,2010-06-03,30.114076069475075,-96.38629827481085,Houston,360,707,16,774,2.553469015614677,115.1408146314367,13140,10301,Fair,Yes,Yes,7,5,5,210114468,63,7
30,Hurricane,2010-06-09,35.33827252220528,-83.98862527259833,Houston,477,118,37,1406,3.1152185126196317,34.70526321461665,15080,9923,Good,Yes,Yes,6,7,8,640793058,160,9
31,Tornado,2010-06-14,33.762640100729506,-89.91960838421227,Phoenix,466,329,20,1966,3.9422615055184576,27.028733507298423,19041,6041,Fair,Yes,Yes,6,9,7,24981708,353,6
32,Earthquake,2010-06-19,45.32968558023392,-95.30222131537005,Phoenix,199,341,35,542,1.7705535969940813,98.45442762108095,13892,1899,Poor,No,No,9,8,9,723431034,64,7
33,Hurricane,2010-06-25,33.792728779401095,-76.75406904986973,New Orleans,54,728,14,436,3.808537874962193,101.72903725129378,9210,601,Poor,No,Yes,6,8,6,956687434,337,5
34,Tornado,2010-06-30,37.58552484589097,-120.8952134638231,California,499,834,56,1283,1.7420309169479133,60.24927526009185,3564,5806,Fair,No,Yes,7,7,9,867306943,400,7
35,Flood,2010-07-06,27.996214050252043,-74.1500498742214,Houston,66,305,86,729,5.401192667991646,49.19659029462762,19628,5495,Good,No,No,6,7,8,991206590,237,6
36,Flood,2010-07-11,48.221828731321125,-72.91011375118734,California,453,281,38,936,4.242232521386011,85.19639850968052,6664,13507,Good,No,No,9,5,6,249258381,174,7
37,Tornado,2010-07-17,35.26330920835578,-83.57440090558187,Alaska,236,996,36,269,3.239399065379644,21.12735302536852,2458,12180,Poor,No,No,5,5,5,816351753,227,9
38,Flood,2010-07-22,32.750508052213455,-89.23117000300796,New Orleans,398,427,64,1604,2.512846789304576,87.6628904784943,4511,10647,Good,Yes,No,7,7,8,855116725,325,9
